22.86,22.86,3.14159265359
-22.86,22.86,3.14159265359,S,1
-22.86,22.86,4.71238898038,T,3
-22.86,-22.86,4.71238898038,S,1
-22.86,-22.86,6.28318530718,T,3
22.86,-22.86,6.28318530718,S,1
22.86,-22.86,7.85398163397,T,3
22.86,22.86,7.85398163397,S,1
22.86,22.86,3.14159265359,T,9
-22.86,22.86,3.14159265359,S,1
-22.86,22.86,4.71238898038,T,3
-22.86,-22.86,4.71238898038,S,1
-22.86,-22.86,6.28318530718,T,3
22.86,-22.86,6.28318530718,S,1
22.86,-22.86,7.85398163397,T,3
22.86,22.86,7.85398163397,S,1
22.86,22.86,3.14159265359,T,9
-22.86,22.86,3.14159265359,S,1
-22.86,22.86,4.71238898038,T,3
-22.86,-22.86,4.71238898038,S,1
-22.86,-22.86,6.28318530718,T,3
22.86,-22.86,6.28318530718,S,1
22.86,-22.86,7.85398163397,T,3
22.86,22.86,7.85398163397,S,1
22.86,22.86,3.14159265359,T,9